scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat50-10ag	matrix	p2p-relay-stream	1	10	20	0	50	397	20	718	1092	179	243	486	108519	6471	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	1	10	20	0	50	259	4	99	776	63	91	325	0	99	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	2	10	20	0	50	358	19	651	993	160	215	452	98422	5868	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	2	10	20	0	50	273	3	114	913	73	110	318	0	114	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	3	10	20	0	50	275	18	481	781	134	211	445	72581	4329	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	3	10	20	0	50	286	4	113	918	72	117	350	0	113	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	4	10	20	0	50	388	18	712	1074	172	227	448	107450	6408	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	4	10	20	0	50	269	3	110	854	62	93	280	0	110	5	4	1	false	
matrix-lat50-10ag	matrix	p2p-relay-stream	5	10	20	0	50	321	21	581	883	150	257	495	87705	5229	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	5	10	20	0	50	239	3	98	725	73	93	282	0	98	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	6	10	20	0	50	391	19	681	1107	177	224	452	102839	6129	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	6	10	20	0	50	268	2	95	783	61	94	417	0	95	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	7	10	20	0	50	330	20	521	908	153	210	476	78795	4698	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	7	10	20	0	50	271	3	106	846	69	106	311	0	106	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	8	10	20	0	50	430	20	777	1223	198	250	488	117340	6993	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	8	10	20	0	50	275	4	110	869	65	92	366	0	110	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	9	10	20	0	50	361	20	644	1024	167	240	482	97719	5823	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	9	10	20	0	50	298	3	107	850	75	118	352	0	107	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	10	10	20	0	50	345	20	626	954	155	217	478	94852	5652	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	10	10	20	0	50	277	4	108	867	69	147	347	0	108	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	11	10	20	0	50	378	21	660	1076	168	235	486	99673	5940	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	11	10	20	0	50	259	3	109	839	63	90	303	0	109	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	12	10	20	0	50	304	20	495	809	137	207	480	74695	4455	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	12	10	20	0	50	265	4	108	884	69	104	368	0	108	5	4	1	false	
matrix-lat50-10ag	matrix	p2p-relay-stream	13	10	20	0	50	443	20	794	1231	197	236	482	119908	7146	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	13	10	20	0	50	256	3	100	796	66	104	335	0	100	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	14	10	20	0	50	304	20	487	860	140	227	484	73510	4383	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	14	10	20	0	50	317	4	121	941	73	95	387	0	121	5	4	1	false	
matrix-lat50-10ag	matrix	p2p-relay-stream	15	10	20	0	50	413	20	739	1143	183	225	482	111927	6669	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	15	10	20	0	50	267	3	107	830	74	135	355	0	107	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	16	10	20	0	50	349	20	587	980	161	222	473	88603	5283	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	16	10	20	0	50	267	3	112	858	68	114	350	0	112	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	17	10	20	0	50	329	21	516	964	156	235	512	77869	4644	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	17	10	20	0	50	225	3	100	723	65	103	314	0	100	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	18	10	20	0	50	432	20	797	1221	194	243	486	120364	7173	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	18	10	20	0	50	244	3	94	745	71	102	317	0	94	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	19	10	20	0	50	378	20	652	1046	174	235	482	98476	5868	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	19	10	20	0	50	288	3	303	2665	70	108	321	0	303	5	4	1	false	
matrix-lat50-10ag	matrix	p2p-relay-stream	20	10	20	0	50	392	20	739	1080	179	222	483	111599	6651	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	20	10	20	0	50	265	3	113	859	68	92	323	0	113	5	4	1	false	
matrix-lat50-10ag	matrix	p2p-relay-stream	21	10	20	0	50	479	20	868	1385	217	258	509	131054	7812	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	21	10	20	0	50	250	3	105	823	62	107	320	0	105	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	22	10	20	0	50	341	20	592	964	155	229	482	89513	5337	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	22	10	20	0	50	280	3	104	842	64	88	390	0	104	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	23	10	20	0	50	408	20	712	1146	178	237	486	107695	6417	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	23	10	20	0	50	241	4	97	777	65	91	310	0	97	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	24	10	20	0	50	388	19	736	1089	178	224	447	111322	6633	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	24	10	20	0	50	242	4	109	818	63	96	275	0	109	5	5	0	true	
matrix-lat50-10ag	matrix	p2p-relay-stream	25	10	20	0	50	397	20	732	1100	180	235	479	110629	6597	5	5	0	true	
matrix-lat50-10ag	matrix	slim-group-session	25	10	20	0	50	249	3	91	723	65	100	311	0	91	5	5	0	true	
