scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat0-10ag-10240b	matrix	p2p-relay-stream	1	10	20	10240	0	149	5	156	1108	32	44	157	14	1404	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	slim-group-session	1	10	20	10240	0	249	3	127	1018	38	66	277	0	127	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	p2p-relay-stream	2	10	20	10240	0	152	4	162	1144	33	49	191	1	1458	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	slim-group-session	2	10	20	10240	0	249	3	136	1038	51	87	297	0	136	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	p2p-relay-stream	3	10	20	10240	0	144	4	155	1036	30	48	182	5	1395	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	slim-group-session	3	10	20	10240	0	271	5	123	1000	60	132	386	0	123	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	p2p-relay-stream	4	10	20	10240	0	142	4	158	1037	29	42	163	8	1422	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	slim-group-session	4	10	20	10240	0	395	9	138	1181	66	138	776	0	138	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	p2p-relay-stream	5	10	20	10240	0	177	6	187	1292	41	73	253	2	1683	5	5	0	true	
matrix-lat0-10ag-10240b	matrix	slim-group-session	5	10	20	10240	0	250	3	131	1095	46	95	347	0	131	5	5	0	true	
