scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat0-10ag-1024b	matrix	p2p-relay-stream	1	10	20	1024	0	109	3	150	1206	15	24	128	2	1350	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	slim-group-session	1	10	20	1024	0	243	4	117	951	53	90	296	0	117	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	p2p-relay-stream	2	10	20	1024	0	109	3	146	1249	15	22	125	1	1314	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	slim-group-session	2	10	20	1024	0	271	5	131	1037	54	97	341	0	131	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	p2p-relay-stream	3	10	20	1024	0	108	3	150	1177	14	22	116	78	1350	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	slim-group-session	3	10	20	1024	0	250	3	119	946	48	75	312	0	119	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	p2p-relay-stream	4	10	20	1024	0	105	3	143	1179	15	21	114	4	1287	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	slim-group-session	4	10	20	1024	0	226	3	119	904	43	73	288	0	119	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	p2p-relay-stream	5	10	20	1024	0	112	3	147	1317	16	24	127	3	1323	5	5	0	true	
matrix-lat0-10ag-1024b	matrix	slim-group-session	5	10	20	1024	0	267	4	123	979	57	151	380	0	123	5	5	0	true	
