scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat50-5ag	matrix	p2p-relay-stream	1	5	20	0	50	333	14	306	311	143	171	348	30729	1224	5	5	0	true	
matrix-lat50-5ag	matrix	slim-group-session	1	5	20	0	50	227	3	56	193	67	87	269	0	56	5	5	0	true	
matrix-lat50-5ag	matrix	p2p-relay-stream	2	5	20	0	50	309	14	267	287	131	176	349	26782	1068	5	5	0	true	
matrix-lat50-5ag	matrix	slim-group-session	2	5	20	0	50	217	4	51	177	63	92	271	0	51	5	4	1	false	
