scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat50-20ag	matrix	p2p-relay-stream	1	20	20	0	50	2500	103	4949	7683	1504	2892	4972	2308672	93806	5	5	0	true	
matrix-lat50-20ag	matrix	slim-group-session	1	20	20	0	50	252	3	181	3120	61	90	331	0	181	5	5	0	true	
matrix-lat50-20ag	matrix	p2p-relay-stream	2	20	20	0	50	1766	98	4228	6378	1218	3007	5011	1872439	80091	5	5	0	true	
matrix-lat50-20ag	matrix	slim-group-session	2	20	20	0	50	295	4	203	3505	75	146	357	0	203	5	5	0	true	
matrix-lat50-20ag	matrix	p2p-relay-stream	3	20	20	0	50	2134	82	4557	6799	1274	2266	3000	2030675	86339	5	5	0	true	
matrix-lat50-20ag	matrix	slim-group-session	3	20	20	0	50	347	5	223	3765	82	124	546	0	223	5	5	0	true	
matrix-lat50-20ag	matrix	p2p-relay-stream	4	20	20	0	50	2597	100	4953	7668	1428	2792	4554	2312510	93881	5	5	0	true	
matrix-lat50-20ag	matrix	slim-group-session	4	20	20	0	50	309	4	202	3521	82	124	355	0	202	5	5	0	true	
matrix-lat50-20ag	matrix	p2p-relay-stream	5	20	20	0	50	2102	79	4847	6436	1239	1981	3385	2232883	91842	5	5	0	true	
matrix-lat50-20ag	matrix	slim-group-session	5	20	20	0	50	316	4	218	3685	83	148	428	0	218	5	5	0	true	
