scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat25-30ag	matrix	p2p-relay-stream	1	30	20	0	25	2578	200	9313	12341	1564	3377	5250	3629680	205239	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	1	30	20	0	25	239	3	276	7263	48	80	285	0	276	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	2	30	20	0	25	4532	198	12749	21970	2673	4997	8227	5946134	266870	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	2	30	20	0	25	281	3	315	8556	51	101	401	0	315	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	3	30	20	0	25	3898	200	10399	18214	2076	4577	7392	4482055	216590	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	3	30	20	0	25	285	4	349	9391	49	89	379	0	349	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	4	30	20	0	25	3453	200	9249	16450	1689	3408	6415	4225114	215574	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	4	30	20	0	25	296	3	337	8892	65	123	334	0	337	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	5	30	20	0	25	4314	200	9907	18952	2214	5659	12004	4458888	222704	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	5	30	20	0	25	334	4	388	10376	66	106	369	0	388	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	6	30	20	0	25	3272	200	12720	15695	2293	5527	5987	5431746	256752	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	6	30	20	0	25	310	4	340	9462	60	103	381	0	340	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	7	30	20	0	25	3754	200	13935	19259	2734	6446	8888	5222453	244881	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	7	30	20	0	25	305	4	327	8929	61	139	360	0	327	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	8	30	20	0	25	3657	200	10793	19171	2282	4463	6302	4819859	246036	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	8	30	20	0	25	315	4	355	9317	70	124	349	0	355	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	9	30	20	0	25	3077	200	9647	15006	1675	2983	5118	4151801	225999	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	9	30	20	0	25	318	4	350	9707	58	101	368	0	350	5	4	1	false	
matrix-lat25-30ag	matrix	p2p-relay-stream	10	30	20	0	25	2822	200	13659	13510	2180	4822	4629	5207105	256677	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	10	30	20	0	25	315	5	338	9126	59	116	452	0	338	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	11	30	20	0	25	5067	165	8474	19893	2117	4930	11194	3997312	204863	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	11	30	20	0	25	334	4	350	9352	63	105	377	0	350	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	12	30	20	0	25	4843	200	12581	20320	2748	6444	10211	5660017	264980	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	12	30	20	0	25	379	4	376	10454	59	112	424	0	376	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	13	30	20	0	25	4466	196	13208	19729	2573	5242	9277	5575267	263847	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	13	30	20	0	25	282	4	302	8339	55	97	363	0	302	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	14	30	20	0	25	3442	200	10640	15572	2085	5669	8494	4478498	211952	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	14	30	20	0	25	323	4	344	9407	75	159	359	0	344	5	4	1	false	
matrix-lat25-30ag	matrix	p2p-relay-stream	15	30	20	0	25	2409	194	12244	13296	2088	3856	3828	5558649	263509	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	15	30	20	0	25	284	4	301	8084	54	86	423	0	301	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	16	30	20	0	25	5397	200	13633	21701	2875	6011	10583	5703025	254987	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	16	30	20	0	25	308	4	357	9463	70	138	398	0	357	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	17	30	20	0	25	4568	188	12791	20786	2833	4881	7539	5809823	266206	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	17	30	20	0	25	255	4	300	7971	53	100	395	0	300	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	18	30	20	0	25	4847	200	10902	23857	2919	5642	8642	5154614	241126	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	18	30	20	0	25	303	4	343	9067	63	106	390	0	343	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	19	30	20	0	25	2250	182	10093	12776	1701	3903	4348	4257710	211895	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	19	30	20	0	25	300	4	297	8072	62	121	336	0	297	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	20	30	20	0	25	4980	169	10377	22640	2498	5326	10747	5208595	249272	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	20	30	20	0	25	294	4	327	8657	52	90	382	0	327	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	21	30	20	0	25	4403	200	14347	18232	2701	4971	6623	5480049	251627	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	21	30	20	0	25	241	3	283	7423	51	77	294	0	283	5	4	1	false	
matrix-lat25-30ag	matrix	p2p-relay-stream	22	30	20	0	25	5380	200	9447	22251	2452	5490	10755	4467916	217296	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	22	30	20	0	25	322	3	328	9054	57	117	352	0	328	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	23	30	20	0	25	3905	200	11833	16202	2214	4810	7037	4144372	226957	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	23	30	20	0	25	314	4	321	8928	59	112	432	0	321	5	4	1	false	
matrix-lat25-30ag	matrix	p2p-relay-stream	24	30	20	0	25	4468	200	12253	18966	2356	4155	8527	5393799	263352	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	24	30	20	0	25	294	5	336	9238	48	79	419	0	336	5	5	0	true	
matrix-lat25-30ag	matrix	p2p-relay-stream	25	30	20	0	25	3677	200	10568	14862	2003	4178	6132	4720536	219623	5	5	0	true	
matrix-lat25-30ag	matrix	slim-group-session	25	30	20	0	25	329	5	348	9574	66	146	430	0	348	5	5	0	true	
