scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat25-20ag	matrix	p2p-relay-stream	1	20	20	0	25	2277	92	3491	8666	1069	1741	3431	882094	66094	5	5	0	true	
matrix-lat25-20ag	matrix	slim-group-session	1	20	20	0	25	257	3	198	3280	57	110	315	0	198	5	5	0	true	
matrix-lat25-20ag	matrix	p2p-relay-stream	2	20	20	0	25	1235	75	3268	5369	805	1679	2342	893784	61876	5	5	0	true	
matrix-lat25-20ag	matrix	slim-group-session	2	20	20	0	25	358	5	240	4275	73	148	540	0	240	5	5	0	true	
matrix-lat25-20ag	matrix	p2p-relay-stream	3	20	20	0	25	718	52	1610	4611	356	1252	2073	353408	30450	5	5	0	true	
matrix-lat25-20ag	matrix	slim-group-session	3	20	20	0	25	306	4	240	4100	65	136	426	0	240	5	5	0	true	
matrix-lat25-20ag	matrix	p2p-relay-stream	4	20	20	0	25	1217	86	2528	6231	639	1246	2401	644681	47844	5	5	0	true	
matrix-lat25-20ag	matrix	slim-group-session	4	20	20	0	25	311	4	222	3823	66	108	437	0	222	5	5	0	true	
matrix-lat25-20ag	matrix	p2p-relay-stream	5	20	20	0	25	2070	101	3747	7042	1003	1941	4743	1125590	70972	5	5	0	true	
matrix-lat25-20ag	matrix	slim-group-session	5	20	20	0	25	323	4	240	4262	66	124	403	0	240	5	5	0	true	
