scenario_name	domain	implementation	run_id	agents	think_time_ms	payload_bytes	latency_ms	consensus_wall_ms	consensus_round	findings_emitted	findings_received_total	avg_propagation_ms	p95_propagation_ms	last_agent_converge_ms	coord_fanout_ms	stream_rpc_count	epochs	epochs_succeeded	epochs_failed	success	error
matrix-lat100-5ag	matrix	p2p-relay-stream	1	5	20	0	100	630	27	575	316	315	372	644	115270	2300	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	1	5	20	0	100	228	4	51	165	94	143	254	0	51	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	2	5	20	0	100	544	26	464	264	261	379	626	93006	1856	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	2	5	20	0	100	255	4	56	172	92	142	327	0	56	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	3	5	20	0	100	490	27	430	235	238	321	627	86200	1720	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	3	5	20	0	100	224	3	47	156	93	161	315	0	47	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	4	5	20	0	100	549	26	480	270	267	362	625	96256	1920	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	4	5	20	0	100	270	3	58	191	93	141	313	0	58	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	5	5	20	0	100	591	27	541	290	298	364	651	108500	2164	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	5	5	20	0	100	249	3	52	171	95	145	312	0	52	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	6	5	20	0	100	592	27	514	284	282	371	650	103013	2056	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	6	5	20	0	100	215	4	51	162	90	144	293	0	51	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	7	5	20	0	100	531	27	436	260	258	371	651	87442	1744	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	7	5	20	0	100	225	4	54	162	89	133	295	0	54	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	8	5	20	0	100	548	27	489	274	277	354	632	98043	1956	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	8	5	20	0	100	237	4	51	161	94	148	337	0	51	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	9	5	20	0	100	587	27	519	296	289	372	628	104027	2076	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	9	5	20	0	100	271	3	54	178	98	152	368	0	54	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	10	5	20	0	100	554	27	482	268	264	371	629	96631	1928	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	10	5	20	0	100	238	3	55	171	92	140	267	0	55	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	11	5	20	0	100	628	27	575	297	297	372	644	115305	2300	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	11	5	20	0	100	239	4	50	151	91	144	367	0	50	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	12	5	20	0	100	634	27	580	314	315	363	643	116235	2320	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	12	5	20	0	100	284	4	59	201	103	154	370	0	59	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	13	5	20	0	100	640	27	601	324	320	372	650	120493	2404	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	13	5	20	0	100	231	4	55	167	89	140	251	0	55	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	14	5	20	0	100	555	26	497	279	282	363	639	99605	1988	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	14	5	20	0	100	264	5	56	182	96	150	335	0	56	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	15	5	20	0	100	592	26	528	292	287	371	637	105872	2112	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	15	5	20	0	100	275	3	60	201	98	150	351	0	60	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	16	5	20	0	100	599	27	519	289	289	363	643	104022	2076	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	16	5	20	0	100	262	3	53	174	97	145	351	0	53	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	17	5	20	0	100	557	27	493	276	277	362	637	98858	1972	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	17	5	20	0	100	289	4	55	188	97	144	334	0	55	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	18	5	20	0	100	505	27	422	224	224	354	637	84612	1688	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	18	5	20	0	100	228	3	50	153	98	144	268	0	50	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	19	5	20	0	100	551	27	504	254	265	358	637	101025	2016	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	19	5	20	0	100	232	3	53	171	93	141	256	0	53	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	20	5	20	0	100	506	26	422	259	262	321	625	84393	1684	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	20	5	20	0	100	265	4	56	180	96	140	320	0	56	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	21	5	20	0	100	527	27	421	246	245	345	641	84399	1684	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	21	5	20	0	100	263	4	59	192	97	144	323	0	59	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	22	5	20	0	100	635	27	572	319	318	364	646	114717	2288	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	22	5	20	0	100	278	3	59	195	92	144	388	0	59	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	23	5	20	0	100	553	27	478	274	272	362	642	95834	1912	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	23	5	20	0	100	290	5	57	191	99	161	383	0	57	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	24	5	20	0	100	585	27	488	289	286	370	628	97823	1952	5	5	0	true	
matrix-lat100-5ag	matrix	slim-group-session	24	5	20	0	100	252	4	57	182	94	151	287	0	57	5	5	0	true	
matrix-lat100-5ag	matrix	p2p-relay-stream	25	5	20	0	100	586	27	530	288	291	371	629	106268	2120	5	5	0	true	
