scenario_name	domain	implementation	agents	think_time_ms	payload_bytes	latency_ms	run_count	success_count	consensus_wall_mean	consensus_wall_variance	consensus_wall_stddev	consensus_wall_ci_low	consensus_wall_ci_high	consensus_wall_n	findings_emitted_mean	findings_emitted_variance	findings_emitted_stddev	findings_emitted_ci_low	findings_emitted_ci_high	findings_emitted_n	findings_received_mean	findings_received_variance	findings_received_stddev	findings_received_ci_low	findings_received_ci_high	findings_received_n	avg_propagation_mean	avg_propagation_variance	avg_propagation_stddev	avg_propagation_ci_low	avg_propagation_ci_high	avg_propagation_n	p95_propagation_mean	p95_propagation_variance	p95_propagation_stddev	p95_propagation_ci_low	p95_propagation_ci_high	p95_propagation_n
matrix-lat25-10ag-1024b	matrix	slim-group-session	10	20	1024	25	2	2	275.5	364.5	19.091883092036785	103.9662360616415	447.03376393835833	2	119	50	7.0710678118654755	55.468976319126476	182.53102368087346	2	939.5	8580.5	92.63098833543772	107.24358978055704	1771.7564102194422	2	66.5	40.5	6.363961030678928	9.322078687213832	123.67792131278611	2	129.5	1404.5	37.476659402887016	0	466.2144255086293	2
matrix-lat25-10ag-4096b	matrix	p2p-relay-stream	10	20	4096	25	2	2	217.5	180.5	13.435028842544403	96.7910550063403	338.20894499365954	2	372	242	15.556349186104045	232.23174790207827	511.7682520979216	2	1065.5	2244.5	47.37615433949868	639.8421413381474	1491.157858661852	2	81.5	60.5	7.7781745930520225	11.615873951039134	151.3841260489608	2	114	98	9.899494936611665	25.056566846777073	202.94343315322283	2
matrix-lat25-10ag-4096b	matrix	slim-group-session	10	20	4096	25	2	2	272	1458	38.18376618407357	0	615.0675278767167	2	112.5	4.5	2.1213203435596424	93.44069289573795	131.55930710426205	2	886	4802	69.29646455628166	263.3959679274394	1508.60403207256	2	62.5	220.5	14.849242404917497	0	195.91514972983424	2	112	2048	45.254833995939045	0	518.5985515575901	2
matrix-lat25-10ag-10240b	matrix	p2p-relay-stream	10	20	10240	25	2	2	454.5	38364.5	195.86857838867365	0	2214.309355960195	2	581.5	22260.5	149.19953083036154	0	1922.00459966643	2	1362	48050	219.20310216782974	0	3331.461734107077	2	201.5	8580.5	92.63098833543772	0	1033.7564102194422	2	292	8978	94.75230867899737	0	1143.3157173237043	2
matrix-lat25-10ag-10240b	matrix	slim-group-session	10	20	10240	25	2	2	275.5	2380.5	48.79036790187178	0	713.8640633980269	2	116	32	5.656854249492381	65.17518105530118	166.82481894469876	2	906	4232	65.05382386916237	321.51458213596356	1490.4854178640358	2	57.5	144.5	12.020815280171307	0	165.50274025748485	2	97.5	1512.5	38.890872965260115	0	446.92063024480404	2
matrix-lat25-20ag	matrix	p2p-relay-stream	20	20	0	25	2	2	832.5	367224.5	605.9905114768712	0	6277.108729450856	2	1914.5	650940.5	806.8088373338508	0	9163.389801987661	2	5288	5759618	2399.9204153471424	0	26850.429437288454	2	471.5	140980.5	375.47370081005676	0	3844.997357454381	2	1055	1022450	1011.1626970967629	0	10139.936386364903	2
matrix-lat25-20ag	matrix	slim-group-session	20	20	0	25	2	2	319	1922	43.840620433565945	0	712.8923468214155	2	232	450	21.213203435596427	41.40692895737942	422.5930710426204	2	4064	207368	455.3767670841366	0	8155.39792504825	2	64	32	5.656854249492381	13.17518105530118	114.82481894469876	2	114	722	26.870057685088806	0	355.41788998731914	2
matrix-lat25-20ag-1024b	matrix	p2p-relay-stream	20	20	1024	25	2	2	1986.5	527364.5	726.1986642785843	0	8511.136132025702	2	4877.5	2684244.5	1638.3664120092305	0	19597.638186858378	2	6461	115200	339.4112549695428	3411.5108633180707	9510.489136681927	2	1189.5	80400.5	283.5498192558056	0	3737.0940496030257	2	3321.5	1104.5	33.23401871576773	3022.9041886998943	3620.095811300105	2
matrix-lat25-20ag-1024b	matrix	slim-group-session	20	20	1024	25	2	2	290.5	1404.5	37.476659402887016	0	627.2144255086293	2	224	98	9.899494936611665	135.05656684677706	312.9434331532228	2	3865.5	94612.5	307.59144981614816	1101.9004698820022	6629.0995301179955	2	61	200	14.142135623730951	0	188.06204736174692	2	105	968	31.11269837220809	0	384.5365041958432	2
matrix-lat25-20ag-4096b	matrix	p2p-relay-stream	20	20	4096	25	2	2	4585.5	499000.5	706.399674405361	0	10932.24926571926	2	8498.5	3067764.5	1751.5034969990782	0	24235.134565752356	2	8503	576738	759.432682994352	1679.7680566741838	15326.231943325809	2	2953.5	38920.5	197.28279195104676	1180.9844393036287	4726.01556069637	2	6905	3369608	1835.6492039602774	0	23397.653747554752	2
matrix-lat25-20ag-4096b	matrix	slim-group-session	20	20	4096	25	2	2	319.5	2812.5	53.033008588991066	0	795.982677606551	2	230	2	1.4142135623730951	217.2937952638253	242.7062047361747	2	3986.5	92880.5	304.763022691402	1248.312879354351	6724.687120645646	2	62	98	9.899494936611665	0	150.94343315322283	2	149.5	4900.5	70.0035713374682	0	778.4571344406472	2
matrix-lat25-20ag-10240b	matrix	p2p-relay-stream	20	20	10240	25	2	2	6322	771282	878.2266222336921	0	14212.553141164484	2	10869.5	273060.5	522.5519112968586	6174.557349983446	15564.44265001655	2	6708	832050	912.1677477306463	0	14903.502054832676	2	3781.5	294144.5	542.3509011700819	0	8654.329516322994	2	7558.5	5002284.5	2236.57874889305	0	27653.362790260275	2
matrix-lat25-20ag-10240b	matrix	slim-group-session	20	20	10240	25	2	2	269	1458	38.18376618407357	0	612.0675278767167	2	235	128	11.313708498984761	133.35036211060236	336.6496378893975	2	3980	120050	346.4823227814083	866.9798396371975	7093.020160362799	2	53.5	4.5	2.1213203435596424	34.440692895737946	72.55930710426203	2	91.5	364.5	19.091883092036785	0	263.03376393835833	2
matrix-lat25-30ag	matrix	p2p-relay-stream	30	20	0	25	2	2	5518.5	1593112.5	1262.1856044179874	0	16858.787727035913	2	19371.5	5213220.5	2283.247796451362	0	39885.66754655404	2	18430	14482962	3805.648696345999	0	52622.39694504609	2	4171.5	667012.5	816.7083322704624	0	11509.333235140884	2	7296.5	2726112.5	1651.0943340705885	0	22130.994029483954	2
matrix-lat25-30ag	matrix	slim-group-session	30	20	0	25	2	2	333	1800	42.42640687119285	0	714.1861420852408	2	319	3042	55.154328932550705	0	814.5419847108129	2	8658.5	1724224.5	1313.0972926634188	0	20456.211097538202	2	68	8	2.8284271247461903	42.58759052765059	93.41240947234938	2	121	2	1.4142135623730951	108.2937952638253	133.7062047361747	2
matrix-lat25-30ag-1024b	matrix	p2p-relay-stream	30	20	1024	25	2	2	8132.5	320800.5	566.3925317304246	3043.665003162031	13221.334996837964	2	21560.5	3351460.5	1830.6994564919714	5112.317969021846	38008.68203097813	2	16883.5	1343160.5	1158.9480143647513	6470.765218704832	27296.23478129516	2	5513.5	67344.5	259.50818869546293	3181.911430911942	7845.088569088055	2	9088	963272	981.4642122869279	269.8939130947565	17906.106086905234	2
matrix-lat25-30ag-1024b	matrix	slim-group-session	30	20	1024	25	2	2	341	3362	57.982756057296896	0	861.9543941831624	2	328.5	3960.5	62.932503525602726	0	893.9261107597737	2	9069	2899232	1702.7131290972065	0	24367.27050235433	2	72	50	7.0710678118654755	8.468976319126476	135.53102368087346	2	125	338	18.384776310850235	0	290.180661570271	2
matrix-lat25-30ag-4096b	matrix	p2p-relay-stream	30	20	4096	25	2	2	15213.5	19525000.5	4418.710275634736	0	54914.03669817783	2	21857	313632	560.0285706997456	16825.34292447482	26888.657075525178	2	19040.5	10603012.5	3256.2267273640514	0	48296.53640504223	2	7691	2567378	1602.3039661687167	0	22087.129966085926	2	14627.5	40491000.5	6363.2539238977415	0	71799.06821041803	2
matrix-lat25-30ag-4096b	matrix	slim-group-session	30	20	4096	25	2	2	355.5	1984.5	44.54772721475249	0	755.7454491895028	2	363.5	0.5	0.7071067811865476	357.1468976319126	369.8531023680873	2	10005	18432	135.7645019878171	8785.204345327229	11224.795654672771	2	71	288	16.97056274847714	0	223.4744568340963	2	122.5	3612.5	60.10407640085654	0	662.5137012874244	2
matrix-lat25-30ag-10240b	matrix	p2p-relay-stream	30	20	10240	25	2	2	17832	85698	292.74220741123065	15201.815619611836	20462.18438038816	2	23492.5	2382744.5	1543.6141033302333	9623.67753046531	37361.32246953467	2	15467	3548448	1883.7324650809626	0	32391.66470858469	2	9079	2571912	1603.7181797310898	0	23487.836170822102	2	19709	87807752	9370.579064284128	0	103900.3125818935	2
matrix-lat25-30ag-10240b	matrix	slim-group-session	30	20	10240	25	2	2	425.5	12.5	3.5355339059327378	393.7344881595632	457.2655118404367	2	426	128	11.313708498984761	324.35036211060236	527.6496378893976	2	11909	71442	267.28636328851496	9507.52730486298	14310.472695137018	2	86.5	4.5	2.1213203435596424	67.44069289573795	105.55930710426203	2	163	392	19.79898987322333	0	340.88686630644565	2
matrix-lat50-3ag	matrix	p2p-relay-stream	3	20	0	50	2	2	124.5	40.5	6.363961030678928	67.32207868721383	181.6779213127861	2	65	18	4.242640687119285	26.881385791475893	103.11861420852406	2	57.5	12.5	3.5355339059327378	25.734488159563238	89.26551184043673	2	48	50	7.0710678118654755	0	111.53102368087346	2	64.5	0.5	0.7071067811865476	58.14689763191265	70.85310236808735	2
matrix-lat50-3ag	matrix	slim-group-session	3	20	0	50	2	2	170.5	24.5	4.949747468305833	126.02828342338853	214.9717165766114	2	30	0	0	30	30	2	46	0	0	46	46	2	55.5	12.5	3.5355339059327378	23.734488159563238	87.26551184043673	2	75	50	7.0710678118654755	11.468976319126476	138.53102368087346	2
matrix-lat50-3ag-1024b	matrix	p2p-relay-stream	3	20	1024	50	2	2	120.5	180.5	13.435028842544403	0	241.20894499365957	2	62	0	0	62	62	2	55.5	60.5	7.7781745930520225	0	125.3841260489608	2	44.5	4.5	2.1213203435596424	25.440692895737946	63.55930710426203	2	64.5	0.5	0.7071067811865476	58.14689763191265	70.85310236808735	2
matrix-lat50-3ag-1024b	matrix	slim-group-session	3	20	1024	50	2	2	172.5	60.5	7.7781745930520225	102.61587395103913	242.3841260489608	2	30.5	0.5	0.7071067811865476	24.146897631912648	36.85310236808735	2	49	2	1.4142135623730951	36.293795263825295	61.70620473617469	2	51.5	60.5	7.7781745930520225	0	121.3841260489608	2	76	242	15.556349186104045	0	215.7682520979216	2
matrix-lat50-3ag-4096b	matrix	p2p-relay-stream	3	20	4096	50	2	2	124.5	544.5	23.33452377915607	0	334.1523781468824	2	65	32	5.656854249492381	14.17518105530118	115.82481894469876	2	57.5	220.5	14.849242404917497	0	190.91514972983424	2	46	98	9.899494936611665	0	134.94343315322283	2	66.5	84.5	9.192388155425117	0	149.0903307851355	2
matrix-lat50-3ag-4096b	matrix	slim-group-session	3	20	4096	50	2	2	181	8	2.8284271247461903	155.5875905276506	206.4124094723494	2	32.5	0.5	0.7071067811865476	26.146897631912648	38.85310236808735	2	54.5	4.5	2.1213203435596424	35.440692895737946	73.55930710426203	2	53	8	2.8284271247461903	27.58759052765059	78.41240947234938	2	70.5	24.5	4.949747468305833	26.028283423388537	114.97171657661141	2
matrix-lat50-3ag-10240b	matrix	p2p-relay-stream	3	20	10240	50	2	2	110.5	84.5	9.192388155425117	27.909669214864437	193.0903307851355	2	61.5	0.5	0.7071067811865476	55.14689763191265	67.85310236808735	2	47	32	5.656854249492381	0	97.82481894469876	2	42	8	2.8284271247461903	16.58759052765059	67.41240947234938	2	59.5	60.5	7.7781745930520225	0	129.3841260489608	2
matrix-lat50-3ag-10240b	matrix	slim-group-session	3	20	10240	50	2	2	208	392	19.79898987322333	30.113133693554147	385.88686630644565	2	35	2	1.4142135623730951	22.293795263825295	47.70620473617469	2	58	50	7.0710678118654755	0	121.53102368087346	2	56	2	1.4142135623730951	43.293795263825295	68.7062047361747	2	81	8	2.8284271247461903	55.58759052765059	106.41240947234938	2
matrix-lat50-5ag	matrix	p2p-relay-stream	5	20	0	50	2	2	321	288	16.97056274847714	168.52554316590357	473.47445683409626	2	286.5	760.5	27.577164466275352	38.72900764459331	534.2709923554064	2	299	288	16.97056274847714	146.52554316590357	451.47445683409626	2	137	72	8.48528137423857	60.762771582951785	213.23722841704813	2	173.5	12.5	3.5355339059327378	141.73448815956323	205.26551184043672	2
matrix-lat50-5ag	matrix	slim-group-session	5	20	0	50	2	1	227	0	0	227	227	1	56	0	0	56	56	1	193	0	0	193	193	1	67	0	0	67	67	1	87	0	0	87	87	1
matrix-lat50-5ag-1024b	matrix	p2p-relay-stream	5	20	1024	50	2	2	311.5	420.5	20.506096654409877	127.2600313254668	495.739968674533	2	283.5	544.5	23.33452377915607	73.84762185311737	493.1523781468824	2	297	200	14.142135623730951	169.93795263825297	424.0620473617469	2	136	18	4.242640687119285	97.88138579147589	174.11861420852406	2	175	0	0	175	175	2
matrix-lat50-5ag-1024b	matrix	slim-group-session	5	20	1024	50	2	2	253.5	84.5	9.192388155425117	170.90966921486444	336.0903307851355	2	58.5	12.5	3.5355339059327378	26.734488159563238	90.26551184043673	2	196	648	25.45584412271571	0	424.71168525114444	2	67.5	40.5	6.363961030678928	10.322078687213832	124.67792131278611	2	97	8	2.8284271247461903	71.58759052765059	122.41240947234938	2
matrix-lat50-5ag-4096b	matrix	p2p-relay-stream	5	20	4096	50	2	2	308.5	4.5	2.1213203435596424	289.4406928957379	327.559307104262	2	284	128	11.313708498984761	182.35036211060236	385.6496378893975	2	293	72	8.48528137423857	216.76277158295179	369.23722841704813	2	136.5	24.5	4.949747468305833	92.02828342338853	180.9717165766114	2	178	8	2.8284271247461903	152.5875905276506	203.4124094723494	2
matrix-lat50-5ag-4096b	matrix	slim-group-session	5	20	4096	50	2	1	260	0	0	260	260	1	64	0	0	64	64	1	216	0	0	216	216	1	67	0	0	67	67	1	92	0	0	92	92	1
matrix-lat50-5ag-10240b	matrix	p2p-relay-stream	5	20	10240	50	2	2	312	2	1.4142135623730951	299.2937952638253	324.7062047361747	2	293	128	11.313708498984761	191.35036211060236	394.6496378893975	2	294.5	0.5	0.7071067811865476	288.1468976319126	300.8531023680873	2	137.5	0.5	0.7071067811865476	131.14689763191265	143.85310236808735	2	174.5	24.5	4.949747468305833	130.02828342338853	218.9717165766114	2
matrix-lat50-5ag-10240b	matrix	slim-group-session	5	20	10240	50	2	2	215.5	84.5	9.192388155425117	132.90966921486444	298.0903307851355	2	52.5	4.5	2.1213203435596424	33.440692895737946	71.55930710426203	2	175	32	5.656854249492381	124.17518105530118	225.82481894469876	2	64	8	2.8284271247461903	38.58759052765059	89.41240947234938	2	83.5	12.5	3.5355339059327378	51.73448815956324	115.26551184043673	2
matrix-lat50-10ag	matrix	p2p-relay-stream	10	20	0	50	2	2	362.5	112.5	10.606601717798213	267.20346447868974	457.7965355213102	2	594.5	2244.5	47.37615433949868	168.84214133814737	1020.1578586618522	2	996.5	2520.5	50.204581464244875	545.429731865798	1447.5702681342016	2	164.5	220.5	14.849242404917497	31.084850270165617	297.91514972983424	2	232	162	12.727922061357855	117.64415737442766	346.3558426255722	2
matrix-lat50-10ag	matrix	slim-group-session	10	20	0	50	2	2	260.5	312.5	17.67766952966369	101.6724407978162	419.3275592021837	2	111	32	5.656854249492381	60.17518105530118	161.82481894469876	2	870.5	1104.5	33.23401871576773	571.9041886998945	1169.0958113001052	2	63	2	1.4142135623730951	50.293795263825295	75.7062047361747	2	92	2	1.4142135623730951	79.2937952638253	104.7062047361747	2
matrix-lat50-10ag-1024b	matrix	p2p-relay-stream	10	20	1024	50	2	2	352.5	84.5	9.192388155425117	269.90966921486444	435.0903307851355	2	608.5	2664.5	51.61879502661797	144.7235271296234	1072.2764728703762	2	986	1922	43.840620433565945	592.1076531785842	1379.8923468214155	2	161	18	4.242640687119285	122.88138579147589	199.11861420852406	2	218.5	12.5	3.5355339059327378	186.73448815956323	250.26551184043672	2
matrix-lat50-10ag-1024b	matrix	slim-group-session	10	20	1024	50	2	2	276	18	4.242640687119285	237.8813857914759	314.1186142085241	2	107	8	2.8284271247461903	81.58759052765059	132.4124094723494	2	839	1250	35.35533905932738	521.3448815956324	1156.6551184043674	2	70.5	40.5	6.363961030678928	13.322078687213832	127.67792131278611	2	122.5	1200.5	34.64823227814083	0	433.80201603627995	2
matrix-lat50-10ag-4096b	matrix	p2p-relay-stream	10	20	4096	50	2	2	374	512	22.627416997969522	170.70072422120472	577.299275778795	2	645	6498	80.61017305526642	0	1369.2536699619573	2	1015	288	16.97056274847714	862.5255431659036	1167.4744568340964	2	171.5	0.5	0.7071067811865476	165.14689763191265	177.85310236808735	2	235	8	2.8284271247461903	209.5875905276506	260.4124094723494	2
matrix-lat50-10ag-4096b	matrix	slim-group-session	10	20	4096	50	2	2	268.5	1404.5	37.476659402887016	0	605.2144255086293	2	104	128	11.313708498984761	2.3503621106023616	205.64963788939752	2	833	14450	120.20815280171308	0	1913.0274025748488	2	75	8	2.8284271247461903	49.58759052765059	100.41240947234938	2	125	578	24.041630560342615	0	341.0054805149697	2
matrix-lat50-10ag-10240b	matrix	p2p-relay-stream	10	20	10240	50	2	2	383	10952	104.65180361560904	0	1323.2591504769273	2	635.5	48360.5	219.9102089490163	0	2611.3148364751646	2	1001.5	58824.5	242.5376259469858	0	3180.61411225396	2	174	1568	39.59797974644666	0	529.7737326128913	2	236	882	29.698484809834994	0	502.8302994596685	2
matrix-lat50-10ag-10240b	matrix	slim-group-session	10	20	10240	50	2	1	247	0	0	247	247	1	103	0	0	103	103	1	809	0	0	809	809	1	70	0	0	70	70	1	131	0	0	131	131	1
matrix-lat50-20ag	matrix	p2p-relay-stream	20	20	0	50	2	2	1665	14112	118.79393923933998	597.6788021613249	2732.321197838674	2	4195.5	254184.5	504.16713498600836	0	8725.261988446277	2	5371.5	25312.5	159.0990257669732	3942.051967180346	6800.948032819653	2	979.5	28560.5	168.99852070358486	0	2497.8914659728753	2	1996.5	30504.5	174.65537495307723	427.2837150824241	3565.7162849175743	2
matrix-lat50-20ag	matrix	slim-group-session	20	20	0	50	2	2	298.5	40.5	6.363961030678928	241.32207868721383	355.6779213127861	2	205.5	12.5	3.5355339059327378	173.73448815956323	237.26551184043672	2	3450.5	28560.5	168.99852070358486	1932.108534027123	4968.891465972875	2	83	8	2.8284271247461903	57.58759052765059	108.41240947234938	2	131	450	21.213203435596427	0	321.5930710426204	2
matrix-lat50-20ag-1024b	matrix	p2p-relay-stream	20	20	1024	50	2	2	5116.5	515112.5	717.7133829043457	0	11564.898903608657	2	11387	6610248	2571.0402563942866	0	34486.88021036559	2	8382.5	1209012.5	1099.5510447450813	0	18261.57418237582	2	3102	53138	230.5168106668145	1030.888628003523	5173.111371996474	2	5683	1250	35.35533905932738	5365.344881595633	6000.655118404367	2
matrix-lat50-20ag-1024b	matrix	slim-group-session	20	20	1024	50	2	2	281	722	26.870057685088806	39.5821100126806	522.4178899873191	2	203.5	12.5	3.5355339059327378	171.73448815956323	235.26551184043672	2	3404	11858	108.89444430272832	2425.6222353145477	4382.377764685451	2	76	2	1.4142135623730951	63.293795263825295	88.7062047361747	2	125	2	1.4142135623730951	112.2937952638253	137.7062047361747	2
matrix-lat50-20ag-4096b	matrix	p2p-relay-stream	20	20	4096	50	2	2	5376.5	762612.5	873.2768747653862	0	13222.581424587872	2	9913	15138	123.03657992645927	8807.5601879528	11018.439812047198	2	8379.5	112.5	10.606601717798213	8284.203464478689	8474.796535521311	2	3117.5	10804.5	103.94469683442249	2183.593951891159	4051.40604810884	2	5289.5	19012.5	137.88582233137677	4050.6450382229664	6528.354961777032	2
matrix-lat50-20ag-4096b	matrix	slim-group-session	20	20	4096	50	2	2	296	8	2.8284271247461903	270.5875905276506	321.4124094723494	2	194.5	364.5	19.091883092036785	22.966236061641496	366.03376393835833	2	3277.5	52164.5	228.39549032325485	1225.4479351077853	5329.552064892213	2	78	2	1.4142135623730951	65.2937952638253	90.7062047361747	2	129	18	4.242640687119285	90.88138579147589	167.11861420852406	2
matrix-lat50-20ag-10240b	matrix	p2p-relay-stream	20	20	10240	50	2	2	4572.5	684.5	26.16295090390226	4337.435212380768	4807.5647876192315	2	11792	105800	325.2691193458119	8869.572910679817	14714.42708932018	2	4963	60552	246.07315985291854	2752.1203759056016	7173.879624094397	2	2745.5	12324.5	111.01576464628796	1748.0629282102857	3742.9370717897136	2	4159.5	6612.5	81.31727983645297	3428.8932276699543	4890.106772330045	2
matrix-lat50-20ag-10240b	matrix	slim-group-session	20	20	10240	50	2	2	270.5	5512.5	74.24621202458749	0	937.5757486491714	2	208	512	22.627416997969522	4.700724221204723	411.29927577879505	2	3525	200978	448.3056992722711	0	7552.866901367377	2	64.5	24.5	4.949747468305833	20.028283423388537	108.97171657661141	2	114	200	14.142135623730951	0	241.06204736174692	2
matrix-lat50-30ag	matrix	p2p-relay-stream	30	20	0	50	2	2	4806.5	8866260.5	2977.6266555765515	0	31559.41407201581	2	16093.5	4832940.5	2198.3949827089764	0	35845.29526238356	2	15596.5	19028280.5	4362.141733139812	0	54788.78850873083	2	3559	824328	907.9251070435271	0	11716.383440624151	2	8414	8396802	2897.7235893024717	0	34449.01350442195	2
matrix-lat50-30ag	matrix	slim-group-session	30	20	0	50	2	2	351.5	264.5	16.263455967290593	205.3786455339909	497.62135446600894	2	307.5	12.5	3.5355339059327378	275.7344881595632	339.2655118404367	2	8586	35378	188.09040379562165	6896.074770088764	10275.925229911234	2	83.5	4.5	2.1213203435596424	64.44069289573795	102.55930710426203	2	154	450	21.213203435596427	0	344.5930710426204	2
matrix-lat50-30ag-1024b	matrix	p2p-relay-stream	30	20	1024	50	2	2	7879	9065282	3010.8606742923193	0	34930.50988331592	2	22276	6237512	2497.501151150886	0	44715.15756408451	2	16849	7311488	2703.9763312573577	0	41143.263455566004	2	5703	1534752	1238.8510806388313	0	16833.63534888903	2	9799	2008008	1417.0419894978413	0	22530.61714564704	2
matrix-lat50-30ag-1024b	matrix	slim-group-session	30	20	1024	50	2	2	313	1458	38.18376618407357	0	656.0675278767167	2	298	72	8.48528137423857	221.76277158295179	374.23722841704813	2	7930	163592	404.4650788387052	4296.0254454540345	11563.974554545963	2	82	2	1.4142135623730951	69.2937952638253	94.7062047361747	2	141.5	0.5	0.7071067811865476	135.14689763191265	147.85310236808735	2
matrix-lat50-30ag-4096b	matrix	p2p-relay-stream	30	20	4096	50	2	2	9907	2150738	1466.5394641808996	0	23083.334311413157	2	22237.5	0.5	0.7071067811865476	22231.146897631912	22243.853102368088	2	15566.5	3243604.5	1801.0009716821367	0	31747.851731518473	2	6026	526338	725.4915574973977	0	12544.283029657616	2	10634	5624658	2371.63614409968	0	31942.305342564956	2
matrix-lat50-30ag-4096b	matrix	slim-group-session	30	20	4096	50	2	2	300	722	26.870057685088806	58.5821100126806	541.4178899873191	2	327	98	9.899494936611665	238.05656684677706	415.9434331532228	2	8717	385442	620.8397538817887	3138.976120819305	14295.02387918069	2	66.5	24.5	4.949747468305833	22.028283423388537	110.97171657661141	2	90.5	24.5	4.949747468305833	46.02828342338854	134.9717165766114	2
matrix-lat50-30ag-10240b	matrix	p2p-relay-stream	30	20	10240	50	2	2	19481	11338322	3367.2424920103394	0	49734.47347683195	2	22738.5	25764.5	160.51323932934628	21296.345762444173	24180.654237555827	2	16918	7273298	2696.9052634454924	0	41148.73243188514	2	10004	1465472	1210.5668093913694	0	20880.511254165533	2	23380	1394450	1180.8683245815344	12770.319045294123	33989.680954705866	2
matrix-lat50-30ag-10240b	matrix	slim-group-session	30	20	10240	50	2	2	394	8192	90.50966799187809	0	1207.1971031151802	2	338.5	1104.5	33.23401871576773	39.90418869989446	637.0958113001052	2	9295.5	1359600.5	1166.0190821766168	0	19771.765804976032	2	100	8	2.8284271247461903	74.58759052765059	125.41240947234938	2	170	288	16.97056274847714	17.52554316590357	322.47445683409626	2
matrix-lat100-3ag	matrix	p2p-relay-stream	3	20	0	100	2	2	195	0	0	195	195	2	93.5	0.5	0.7071067811865476	87.14689763191265	99.85310236808735	2	56	0	0	56	56	2	103	8	2.8284271247461903	77.58759052765059	128.4124094723494	2	148	162	12.727922061357855	33.644157374427664	262.3558426255722	2
matrix-lat100-3ag	matrix	slim-group-session	3	20	0	100	2	2	224	338	18.384776310850235	58.81933842972887	389.180661570271	2	34.5	4.5	2.1213203435596424	15.440692895737946	53.55930710426203	2	53	8	2.8284271247461903	27.58759052765059	78.41240947234938	2	74.5	40.5	6.363961030678928	17.322078687213832	131.6779213127861	2	135.5	112.5	10.606601717798213	40.20346447868971	230.7965355213102	2
matrix-lat100-3ag-1024b	matrix	p2p-relay-stream	3	20	1024	100	2	2	197.5	0.5	0.7071067811865476	191.14689763191265	203.85310236808735	2	93	18	4.242640687119285	54.88138579147589	131.11861420852406	2	56	2	1.4142135623730951	43.293795263825295	68.7062047361747	2	103.5	24.5	4.949747468305833	59.02828342338854	147.9717165766114	2	140	0	0	140	140	2
matrix-lat100-3ag-1024b	matrix	slim-group-session	3	20	1024	100	2	2	202	8	2.8284271247461903	176.5875905276506	227.4124094723494	2	32	8	2.8284271247461903	6.58759052765059	57.41240947234938	2	50.5	4.5	2.1213203435596424	31.440692895737946	69.55930710426203	2	75	8	2.8284271247461903	49.58759052765059	100.41240947234938	2	124	72	8.48528137423857	47.762771582951785	200.23722841704813	2
matrix-lat100-3ag-4096b	matrix	p2p-relay-stream	3	20	4096	100	2	2	187	242	15.556349186104045	47.23174790207827	326.7682520979216	2	90	32	5.656854249492381	39.17518105530118	140.82481894469876	2	53.5	24.5	4.949747468305833	9.028283423388537	97.97171657661141	2	100	32	5.656854249492381	49.17518105530118	150.82481894469876	2	156.5	544.5	23.33452377915607	0	366.1523781468824	2
matrix-lat100-3ag-4096b	matrix	slim-group-session	3	20	4096	100	2	2	235	338	18.384776310850235	69.81933842972887	400.180661570271	2	35	2	1.4142135623730951	22.293795263825295	47.70620473617469	2	58	8	2.8284271247461903	32.58759052765059	83.41240947234938	2	71	32	5.656854249492381	20.17518105530118	121.82481894469876	2	113.5	60.5	7.7781745930520225	43.615873951039134	183.3841260489608	2
matrix-lat100-3ag-10240b	matrix	p2p-relay-stream	3	20	10240	100	2	2	166	200	14.142135623730951	38.93795263825295	293.0620473617469	2	87.5	40.5	6.363961030678928	30.322078687213832	144.6779213127861	2	48.5	12.5	3.5355339059327378	16.734488159563238	80.26551184043673	2	89	72	8.48528137423857	12.762771582951785	165.23722841704813	2	132	162	12.727922061357855	17.644157374427664	246.35584262557222	2
matrix-lat100-3ag-10240b	matrix	slim-group-session	3	20	10240	100	2	2	187.5	12.5	3.5355339059327378	155.73448815956323	219.26551184043672	2	30	0	0	30	30	2	48.5	0.5	0.7071067811865476	42.14689763191265	54.85310236808735	2	75	2	1.4142135623730951	62.293795263825295	87.7062047361747	2	128.5	0.5	0.7071067811865476	122.14689763191265	134.85310236808735	2
matrix-lat100-5ag	matrix	p2p-relay-stream	5	20	0	100	2	2	568.5	84.5	9.192388155425117	485.90966921486444	651.0903307851355	2	485.5	0.5	0.7071067811865476	479.1468976319126	491.8531023680873	2	281.5	40.5	6.363961030678928	224.32207868721383	338.6779213127861	2	279	18	4.242640687119285	240.8813857914759	317.1186142085241	2	371	0	0	371	371	2
matrix-lat100-5ag	matrix	slim-group-session	5	20	0	100	2	2	278	1682	41.012193308819754	0	646.479937349066	2	54	18	4.242640687119285	15.881385791475893	92.11861420852406	2	181.5	112.5	10.606601717798213	86.20346447868971	276.7965355213102	2	93.5	12.5	3.5355339059327378	61.73448815956324	125.26551184043673	2	149.5	84.5	9.192388155425117	66.90966921486444	232.0903307851355	2
matrix-lat100-5ag-1024b	matrix	p2p-relay-stream	5	20	1024	100	2	2	592	2888	53.74011537017761	109.1642200253612	1074.8357799746382	2	555	722	26.870057685088806	313.5821100126806	796.4178899873191	2	293	968	31.11269837220809	13.463495804156537	572.5365041958432	2	293	450	21.213203435596427	102.40692895737942	483.5930710426204	2	350	882	29.698484809834994	83.16970054033123	616.8302994596685	2
